qid,query,k,rank,score,doc_id,chunk_id,word_count
q19,How should movements learn from past struggles?,10,1,0.614423394203186,ccom_45,ccom_45_0012,482
q19,How should movements learn from past struggles?,10,2,0.5812506675720215,ccom_35,ccom_35_0356,382
q19,How should movements learn from past struggles?,10,3,0.5683143138885498,ccom_50,ccom_50_0384,460
q19,How should movements learn from past struggles?,10,4,0.5647085905075073,ccom_08,ccom_08_0052,410
q19,How should movements learn from past struggles?,10,5,0.5611280798912048,ccom_50,ccom_50_0410,460
q19,How should movements learn from past struggles?,10,6,0.5531736612319946,ccom_35,ccom_35_0003,343
q19,How should movements learn from past struggles?,10,7,0.5472787618637085,ccom_29,ccom_29_0056,89
q19,How should movements learn from past struggles?,10,8,0.546044647693634,ccom_08,ccom_08_0040,410
q19,How should movements learn from past struggles?,10,9,0.5438088774681091,ccom_50,ccom_50_0495,460
q19,How should movements learn from past struggles?,10,10,0.5428301095962524,ccom_42,ccom_42_0011,374
q20,What makes an organization truly class conscious?,5,1,0.4676830768585205,ccom_50,ccom_50_0410,460
q20,What makes an organization truly class conscious?,5,2,0.46552348136901855,ccom_08,ccom_08_0125,532
q20,What makes an organization truly class conscious?,5,3,0.45605701208114624,ccom_50,ccom_50_0082,460
q20,What makes an organization truly class conscious?,5,4,0.4547545611858368,ccom_08,ccom_08_0127,452
q20,What makes an organization truly class conscious?,5,5,0.44574159383773804,ccom_42,ccom_42_0010,460
q20,What makes an organization truly class conscious?,10,1,0.4676830768585205,ccom_50,ccom_50_0410,460
q20,What makes an organization truly class conscious?,10,2,0.46552348136901855,ccom_08,ccom_08_0125,532
q20,What makes an organization truly class conscious?,10,3,0.45605701208114624,ccom_50,ccom_50_0082,460
q20,What makes an organization truly class conscious?,10,4,0.4547545611858368,ccom_08,ccom_08_0127,452
q20,What makes an organization truly class conscious?,10,5,0.44574159383773804,ccom_42,ccom_42_0010,460
q20,What makes an organization truly class conscious?,10,6,0.4431930184364319,ccom_43,ccom_43_0023,117
q20,What makes an organization truly class conscious?,10,7,0.4353731572628021,ccom_50,ccom_50_0226,460
q20,What makes an organization truly class conscious?,10,8,0.4339665472507477,ccom_35,ccom_35_0365,77
q20,What makes an organization truly class conscious?,10,9,0.43250927329063416,ccom_29,ccom_29_0146,460
q20,What makes an organization truly class conscious?,10,10,0.4254509210586548,ccom_29,ccom_29_0147,153
q21,How should revolutionaries relate to the broader working class?,5,1,0.6765633821487427,ccom_29,ccom_29_0135,460
q21,How should revolutionaries relate to the broader working class?,5,2,0.6630022525787354,ccom_24_1,ccom_24_1_0011,498
q21,How should revolutionaries relate to the broader working class?,5,3,0.6620110869407654,ccom_35,ccom_35_0716,460
q21,How should revolutionaries relate to the broader working class?,5,4,0.6581079363822937,ccom_08,ccom_08_0113,401
q21,How should revolutionaries relate to the broader working class?,5,5,0.6545203924179077,ccom_29,ccom_29_0146,460
q21,How should revolutionaries relate to the broader working class?,10,1,0.6765633821487427,ccom_29,ccom_29_0135,460
q21,How should revolutionaries relate to the broader working class?,10,2,0.6630022525787354,ccom_24_1,ccom_24_1_0011,498
q21,How should revolutionaries relate to the broader working class?,10,3,0.6620110869407654,ccom_35,ccom_35_0716,460
q21,How should revolutionaries relate to the broader working class?,10,4,0.6581079363822937,ccom_08,ccom_08_0113,401
q21,How should revolutionaries relate to the broader working class?,10,5,0.6545203924179077,ccom_29,ccom_29_0146,460
q21,How should revolutionaries relate to the broader working class?,10,6,0.6406471729278564,ccom_24_3,ccom_24_3_0002,403
q21,How should revolutionaries relate to the broader working class?,10,7,0.6394498348236084,ccom_50,ccom_50_0198,460
q21,How should revolutionaries relate to the broader working class?,10,8,0.6359250545501709,ccom_35,ccom_35_0687,154
q21,How should revolutionaries relate to the broader working class?,10,9,0.6350606679916382,ccom_29,ccom_29_0121,460
q21,How should revolutionaries relate to the broader working class?,10,10,0.6336835026741028,ccom_43,ccom_43_0024,457
q22,How can organizations stay connected to everyday struggles?,5,1,0.4906756281852722,ccom_08,ccom_08_0125,532
q22,How can organizations stay connected to everyday struggles?,5,2,0.48823481798171997,ccom_50,ccom_50_0518,279
q22,How can organizations stay connected to everyday struggles?,5,3,0.47641709446907043,ccom_11,ccom_11_0027,460
q22,How can organizations stay connected to everyday struggles?,5,4,0.468758761882782,ccom_11,ccom_11_0017,349
q22,How can organizations stay connected to everyday struggles?,5,5,0.4645998775959015,ccom_32,ccom_32_0005,424
q22,How can organizations stay connected to everyday struggles?,10,1,0.4906756281852722,ccom_08,ccom_08_0125,532
q22,How can organizations stay connected to everyday struggles?,10,2,0.48823481798171997,ccom_50,ccom_50_0518,279
q22,How can organizations stay connected to everyday struggles?,10,3,0.47641709446907043,ccom_11,ccom_11_0027,460
q22,How can organizations stay connected to everyday struggles?,10,4,0.468758761882782,ccom_11,ccom_11_0017,349
q22,How can organizations stay connected to everyday struggles?,10,5,0.4645998775959015,ccom_32,ccom_32_0005,424
q22,How can organizations stay connected to everyday struggles?,10,6,0.45950615406036377,ccom_08,ccom_08_0092,398
q22,How can organizations stay connected to everyday struggles?,10,7,0.4587027430534363,ccom_08,ccom_08_0159,425
q22,How can organizations stay connected to everyday struggles?,10,8,0.4516981244087219,ccom_11,ccom_11_0011,428
q22,How can organizations stay connected to everyday struggles?,10,9,0.45123928785324097,ccom_11,ccom_11_0016,448
q22,How can organizations stay connected to everyday struggles?,10,10,0.45072609186172485,ccom_08,ccom_08_0158,414
q23,How should movements respond to spontaneous protests?,5,1,0.5934988856315613,ccom_50,ccom_50_0384,460
q23,How should movements respond to spontaneous protests?,5,2,0.554997444152832,ccom_50,ccom_50_0695,312
q23,How should movements respond to spontaneous protests?,5,3,0.5393286347389221,Seale - Seize The Time The Story of the Black Panther Party,Seale - Seize The Time The Story of the Black Panther Party_0267,460
q23,How should movements respond to spontaneous protests?,5,4,0.5305296182632446,ccom_50,ccom_50_0518,279
q23,How should movements respond to spontaneous protests?,5,5,0.5259543657302856,ccom_11,ccom_11_0015,398
q23,How should movements respond to spontaneous protests?,10,1,0.5934988856315613,ccom_50,ccom_50_0384,460
q23,How should movements respond to spontaneous protests?,10,2,0.554997444152832,ccom_50,ccom_50_0695,312
q23,How should movements respond to spontaneous protests?,10,3,0.5393286347389221,Seale - Seize The Time The Story of the Black Panther Party,Seale - Seize The Time The Story of the Black Panther Party_0267,460
q23,How should movements respond to spontaneous protests?,10,4,0.5305296182632446,ccom_50,ccom_50_0518,279
q23,How should movements respond to spontaneous protests?,10,5,0.5259543657302856,ccom_11,ccom_11_0015,398
q23,How should movements respond to spontaneous protests?,10,6,0.5194071531295776,ccom_11,ccom_11_0002,460
q23,How should movements respond to spontaneous protests?,10,7,0.5161292552947998,ccom_11,ccom_11_0011,428
q23,How should movements respond to spontaneous protests?,10,8,0.5099799633026123,ccom_42,ccom_42_0011,374
q23,How should movements respond to spontaneous protests?,10,9,0.5074036717414856,ccom_50,ccom_50_0270,460
q23,How should movements respond to spontaneous protests?,10,10,0.5062824487686157,ccom_50,ccom_50_0412,460
q24,How can a movement grow without losing its political clarity?,5,1,0.5106216669082642,ccom_50,ccom_50_0410,460
q24,How can a movement grow without losing its political clarity?,5,2,0.4998611807823181,ccom_45,ccom_45_0013,473
q24,How can a movement grow without losing its political clarity?,5,3,0.4947093725204468,ccom_29,ccom_29_0172,460
q24,How can a movement grow without losing its political clarity?,5,4,0.48822933435440063,Seale - Seize The Time The Story of the Black Panther Party,Seale - Seize The Time The Story of the Black Panther Party_0427,460
q24,How can a movement grow without losing its political clarity?,5,5,0.4853905439376831,ccom_29,ccom_29_0088,61
q24,How can a movement grow without losing its political clarity?,10,1,0.5106216669082642,ccom_50,ccom_50_0410,460
q24,How can a movement grow without losing its political clarity?,10,2,0.4998611807823181,ccom_45,ccom_45_0013,473
q24,How can a movement grow without losing its political clarity?,10,3,0.4947093725204468,ccom_29,ccom_29_0172,460
q24,How can a movement grow without losing its political clarity?,10,4,0.48822933435440063,Seale - Seize The Time The Story of the Black Panther Party,Seale - Seize The Time The Story of the Black Panther Party_0427,460
q24,How can a movement grow without losing its political clarity?,10,5,0.4853905439376831,ccom_29,ccom_29_0088,61
q24,How can a movement grow without losing its political clarity?,10,6,0.48049598932266235,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0064,333
q24,How can a movement grow without losing its political clarity?,10,7,0.4783999025821686,ccom_50,ccom_50_0564,396
q24,How can a movement grow without losing its political clarity?,10,8,0.4739462733268738,ccom_08,ccom_08_0131,397
q24,How can a movement grow without losing its political clarity?,10,9,0.4711790978908539,ccom_29,ccom_29_0024,460
q24,How can a movement grow without losing its political clarity?,10,10,0.4710765779018402,ccom_35,ccom_35_0356,382
q25,What is the difference between activism and revolutionary organizing?,5,1,0.5545947551727295,ccom_35,ccom_35_0356,382
q25,What is the difference between activism and revolutionary organizing?,5,2,0.5458091497421265,ccom_08,ccom_08_0108,419
q25,What is the difference between activism and revolutionary organizing?,5,3,0.5438964366912842,ccom_50,ccom_50_0270,460
q25,What is the difference between activism and revolutionary organizing?,5,4,0.5350298881530762,ccom_29,ccom_29_0121,460
q25,What is the difference between activism and revolutionary organizing?,5,5,0.5338097810745239,ccom_29,ccom_29_0123,460
q25,What is the difference between activism and revolutionary organizing?,10,1,0.5545947551727295,ccom_35,ccom_35_0356,382
q25,What is the difference between activism and revolutionary organizing?,10,2,0.5458091497421265,ccom_08,ccom_08_0108,419
q25,What is the difference between activism and revolutionary organizing?,10,3,0.5438964366912842,ccom_50,ccom_50_0270,460
q25,What is the difference between activism and revolutionary organizing?,10,4,0.5350298881530762,ccom_29,ccom_29_0121,460
q25,What is the difference between activism and revolutionary organizing?,10,5,0.5338097810745239,ccom_29,ccom_29_0123,460
q25,What is the difference between activism and revolutionary organizing?,10,6,0.5194944143295288,ccom_50,ccom_50_0384,460
q25,What is the difference between activism and revolutionary organizing?,10,7,0.5190343260765076,ccom_08,ccom_08_0113,401
q25,What is the difference between activism and revolutionary organizing?,10,8,0.51664799451828,ccom_50,ccom_50_0411,251
q25,What is the difference between activism and revolutionary organizing?,10,9,0.516158938407898,ccom_11,ccom_11_0011,428
q25,What is the difference between activism and revolutionary organizing?,10,10,0.514954686164856,ccom_29,ccom_29_0151,304
q26,What are signs of increasing state repression?,5,1,0.4861012101173401,ccom_08,ccom_08_0123,299
q26,What are signs of increasing state repression?,5,2,0.48041385412216187,ccom_40,ccom_40_0010,222
q26,What are signs of increasing state repression?,5,3,0.45634540915489197,ccom_50,ccom_50_0364,460
q26,What are signs of increasing state repression?,5,4,0.45510774850845337,ccom_11,ccom_11_0015,398
q26,What are signs of increasing state repression?,5,5,0.450766384601593,ccom_40,ccom_40_0006,492
q26,What are signs of increasing state repression?,10,1,0.4861012101173401,ccom_08,ccom_08_0123,299
q26,What are signs of increasing state repression?,10,2,0.48041385412216187,ccom_40,ccom_40_0010,222
q26,What are signs of increasing state repression?,10,3,0.45634540915489197,ccom_50,ccom_50_0364,460
q26,What are signs of increasing state repression?,10,4,0.45510774850845337,ccom_11,ccom_11_0015,398
q26,What are signs of increasing state repression?,10,5,0.450766384601593,ccom_40,ccom_40_0006,492
q26,What are signs of increasing state repression?,10,6,0.4487243890762329,ccom_07,ccom_07_0026,196
q26,What are signs of increasing state repression?,10,7,0.44784241914749146,ccom_08,ccom_08_0044,433
q26,What are signs of increasing state repression?,10,8,0.4432651996612549,ccom_08,ccom_08_0130,423
q26,What are signs of increasing state repression?,10,9,0.44116711616516113,ccom_08,ccom_08_0134,389
q26,What are signs of increasing state repression?,10,10,0.4382525682449341,ccom_04,ccom_04_0026,483
q27,How should organizations prepare for repression?,5,1,0.6210412979125977,ccom_50,ccom_50_0518,279
q27,How should organizations prepare for repression?,5,2,0.5553179383277893,ccom_08,ccom_08_0159,425
q27,How should organizations prepare for repression?,5,3,0.5310133695602417,ccom_08,ccom_08_0123,299
q27,How should organizations prepare for repression?,5,4,0.5273754596710205,ccom_50,ccom_50_0384,460
q27,How should organizations prepare for repression?,5,5,0.5152617692947388,ccom_50,ccom_50_0502,460
q27,How should organizations prepare for repression?,10,1,0.6210412979125977,ccom_50,ccom_50_0518,279
q27,How should organizations prepare for repression?,10,2,0.5553179383277893,ccom_08,ccom_08_0159,425
q27,How should organizations prepare for repression?,10,3,0.5310133695602417,ccom_08,ccom_08_0123,299
q27,How should organizations prepare for repression?,10,4,0.5273754596710205,ccom_50,ccom_50_0384,460
q27,How should organizations prepare for repression?,10,5,0.5152617692947388,ccom_50,ccom_50_0502,460
q27,How should organizations prepare for repression?,10,6,0.5113816261291504,ccom_29,ccom_29_0137,392
q27,How should organizations prepare for repression?,10,7,0.5052242279052734,ccom_08,ccom_08_0125,532
q27,How should organizations prepare for repression?,10,8,0.5026286244392395,ccom_29,ccom_29_0132,361
q27,How should organizations prepare for repression?,10,9,0.49649733304977417,ccom_08,ccom_08_0155,446
q27,How should organizations prepare for repression?,10,10,0.4933093786239624,ccom_41,ccom_41_0103,357
q28,How should movements organize their material base?,5,1,0.508322536945343,ccom_13,ccom_13_0030,460
q28,How should movements organize their material base?,5,2,0.504814624786377,ccom_29,ccom_29_0143,131
q28,How should movements organize their material base?,5,3,0.4788340628147125,ccom_41,ccom_41_0074,460
q28,How should movements organize their material base?,5,4,0.4664042294025421,ccom_32,ccom_32_0109,98
q28,How should movements organize their material base?,5,5,0.4610791504383087,ccom_13,ccom_13_0033,408
q28,How should movements organize their material base?,10,1,0.508322536945343,ccom_13,ccom_13_0030,460
q28,How should movements organize their material base?,10,2,0.504814624786377,ccom_29,ccom_29_0143,131
q28,How should movements organize their material base?,10,3,0.4788340628147125,ccom_41,ccom_41_0074,460
q28,How should movements organize their material base?,10,4,0.4664042294025421,ccom_32,ccom_32_0109,98
q28,How should movements organize their material base?,10,5,0.4610791504383087,ccom_13,ccom_13_0033,408
q28,How should movements organize their material base?,10,6,0.46027645468711853,ccom_41,ccom_41_0068,288
q28,How should movements organize their material base?,10,7,0.45448383688926697,ccom_41,ccom_41_0078,460
q28,How should movements organize their material base?,10,8,0.45361077785491943,ccom_50,ccom_50_0682,460
q28,How should movements organize their material base?,10,9,0.45099782943725586,ccom_29,ccom_29_0123,460
q28,How should movements organize their material base?,10,10,0.44790202379226685,ccom_13,ccom_13_0041,239
q29,What role does social reproduction play in class struggle?,5,1,0.5630019903182983,ccom_43,ccom_43_0014,414
q29,What role does social reproduction play in class struggle?,5,2,0.5534178614616394,ccom_23_3,ccom_23_3_0002,552
q29,What role does social reproduction play in class struggle?,5,3,0.5468086004257202,ccom_08,ccom_08_0126,443
q29,What role does social reproduction play in class struggle?,5,4,0.5420836210250854,ccom_50,ccom_50_0197,460
q29,What role does social reproduction play in class struggle?,5,5,0.536139190196991,ccom_42,ccom_42_0012,389
q29,What role does social reproduction play in class struggle?,10,1,0.5630019903182983,ccom_43,ccom_43_0014,414
q29,What role does social reproduction play in class struggle?,10,2,0.5534178614616394,ccom_23_3,ccom_23_3_0002,552
q29,What role does social reproduction play in class struggle?,10,3,0.5468086004257202,ccom_08,ccom_08_0126,443
q29,What role does social reproduction play in class struggle?,10,4,0.5420836210250854,ccom_50,ccom_50_0197,460
q29,What role does social reproduction play in class struggle?,10,5,0.536139190196991,ccom_42,ccom_42_0012,389
q29,What role does social reproduction play in class struggle?,10,6,0.533877968788147,ccom_08,ccom_08_0125,532
q29,What role does social reproduction play in class struggle?,10,7,0.5296935439109802,ccom_23_2,ccom_23_2_0002,278
q29,What role does social reproduction play in class struggle?,10,8,0.5293768048286438,ccom_27,ccom_27_0054,577
q29,What role does social reproduction play in class struggle?,10,9,0.5293768048286438,ccom_27,ccom_27_0052,356
q29,What role does social reproduction play in class struggle?,10,10,0.5287481546401978,ccom_35,ccom_35_0412,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,5,1,0.5855268239974976,ccom_50,ccom_50_0485,466
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,5,2,0.5658369660377502,ccom_50,ccom_50_0507,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,5,3,0.5582138895988464,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0057,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,5,4,0.5573965311050415,ccom_43,ccom_43_0002,354
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,5,5,0.5494680404663086,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0059,109
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,1,0.5855268239974976,ccom_50,ccom_50_0485,466
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,2,0.5658369660377502,ccom_50,ccom_50_0507,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,3,0.5582138895988464,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0057,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,4,0.5573965311050415,ccom_43,ccom_43_0002,354
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,5,0.5494680404663086,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0059,109
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,6,0.5486525297164917,ccom_50,ccom_50_0664,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,7,0.5458590388298035,ccom_50,ccom_50_0683,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,8,0.5431095957756042,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0025,460
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,9,0.5421172380447388,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0066,295
q30,How should organizations coordinate global solidarity and anti-imperialist struggles?,10,10,0.541590690612793,rutgers-lib-67813_PDF-1,rutgers-lib-67813_PDF-1_0024,460
